assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,teamcolor3b,defmentality,powid,defensivestyle,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,popularity,hastifo,teamstadiumcapacity,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,uefa_cl_wins,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,suittypeid,numtransfersin,playersinboxfk,stanchionflamethrower,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,offensivewidth,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
101102,74,145,1,80000,255,255,1912,1,61,2,3,145,2,255,Deportivo Cali,61,47,-1,1,229699,4,8,-1,4,0,2,6,0,42000,2,91,4,101099,1,72,71,72,73,2,-76,36,70,69,1,1,51,229699,1,148512,52,229699,0,0,1,35,2,229699,10,101102,0,1082400,0,0,2,0,159591,0,0,5,0,229699,9,0,0,0,38,7000000,53,71,4,33,9,-5,152912,229699,7,0,7,353,0,-1,53,155680,73
101103,74,6,226,20000,171,46,1913,226,18,4,6,6,6,96,Independiente Medellín,7,45,-1,1,196145,4,9,-1,4,0,1,5,0,44739,2,310,4,101100,1,67,67,66,70,2,-75,38,66,67,1,1,68,196145,1,1049600,36,196145,0,0,1,45,5,196145,6,101103,0,1049600,0,0,2,0,183315,0,0,2,0,196145,6,0,0,0,37,5100000,42,67,4,32,5,-5,214206,196145,7,0,6,353,0,-1,42,532480,70
101104,74,30,228,20500,255,255,1941,228,38,3,4,30,1,255,Independiente Santa Fe,38,28,-1,0,168730,4,9,-1,2,0,2,6,0,36343,2,59,3,101105,1,69,70,69,71,2,-74,73,68,69,1,1,27,168730,1,1069061,64,168730,1,0,2,28,4,168730,4,101104,0,577541,0,0,2,0,214190,2,0,2,0,168730,8,0,0,0,69,7200000,68,70,3,67,2,-5,214463,168730,7,0,8,353,0,-1,64,151557,71
101105,74,68,39,22500,255,255,1946,1,144,3,4,1,2,255,Millonarios,1,46,-1,1,203872,4,8,-1,4,0,2,6,0,36343,2,59,4,101104,1,70,70,70,72,2,-74,71,68,67,1,1,36,203872,1,266369,36,176545,1,0,0,41,4,176545,5,101105,0,1052801,2,0,2,0,209738,2,0,3,0,203872,14,0,0,0,73,7000000,66,70,4,71,3,-5,214209,203872,7,0,8,353,0,-1,76,526465,72
101106,74,255,255,9000,1,1,1961,255,255,2,5,255,4,1,Once Caldas,255,74,-1,2,214358,4,7,-1,2,0,1,3,0,36553,2,302,3,111723,1,66,68,66,66,2,-75,53,68,68,1,1,65,202399,2,118952,75,214358,1,0,0,55,9,214358,6,101106,0,319656,2,0,2,0,214110,1,0,2,0,214358,4,0,0,0,53,3300000,65,67,3,59,4,-5,232214,214358,7,0,5,353,0,-1,75,1065640,69
101112,66,255,255,150000,88,0,1974,150,255,10,49,200,10,34,Vancouver Whitecaps,255,27,-1,0,207465,4,5,-1,2,0,1,4,0,22120,1,508,3,111144,1,70,69,70,70,2,-123,71,67,68,1,0,24,207465,0,526340,68,207465,1,0,0,22,2,207465,4,101112,0,559108,1,0,2,0,216811,3,1,2,0,207465,0,0,0,0,67,5000000,68,69,6,48,5,-8,176048,207465,2,0,2,353,0,-1,58,526340,71
101114,142,62,217,40000,1,1,1916,217,55,1,20,62,2,1,Atlas,55,75,-1,2,223685,4,5,-1,4,0,1,6,0,54500,1,198,4,1880,2,71,69,69,73,2,-103,39,66,67,1,0,69,210374,1,168020,53,210374,1,0,4,59,4,210374,7,101114,0,312404,2,0,2,0,210374,0,0,4,0,223685,1,0,0,0,39,6533333,59,70,4,39,6,-6,223685,223685,7,0,3,353,0,-1,79,542804,72
101121,142,0,225,28000,255,255,1923,225,25,9,21,0,5,255,Necaxa,25,75,-1,2,209758,4,2,-1,7,0,2,2,0,23851,1,595,6,1879,2,68,70,69,70,2,-102,69,67,67,1,0,54,227227,2,132356,44,227227,0,0,4,54,4,227227,6,101121,0,266500,0,0,2,0,209758,2,0,4,0,174549,3,0,0,0,73,5338667,68,69,6,67,6,-6,171377,209758,7,0,2,353,0,-1,64,270596,72
101144,139,204,153,12200,1,1,1992,255,255,2,34,255,2,1,Júbilo Iwata,255,46,-1,1,29552,4,6,-1,4,0,2,5,0,15165,1,545,5,101147,1,65,66,66,66,2,137,66,66,65,1,0,39,29552,1,1056832,77,29552,1,0,2,43,4,29552,6,101144,0,1085504,0,0,2,0,232685,2,0,2,0,29552,4,0,0,1,66,3000000,69,65,5,73,7,9,29552,29552,4,0,3,353,0,-1,37,1056832,66
101145,139,255,255,17400,1,1,1992,255,1,1,35,255,2,1,Kashiwa Reysol,1,59,-1,4,207722,4,7,-1,5,0,2,4,0,15109,2,547,4,101147,1,70,68,70,70,2,139,40,64,65,2,0,66,199183,0,66600,35,199183,0,0,3,76,4,207722,5,101145,0,82984,2,0,2,0,232907,0,0,7,0,207722,2,0,1,0,36,5100000,56,68,6,36,4,9,207722,207722,4,0,6,353,0,-1,76,132136,70
101146,139,1,153,31400,1,1,1991,255,1,2,34,255,2,1,Vissel Kobe,255,67,-1,4,150516,4,4,-1,6,0,1,4,0,28483,0,557,5,112093,1,69,67,69,69,2,135,69,64,64,1,0,38,150516,1,167936,68,232467,1,0,0,68,2,232467,4,101146,0,167936,2,0,2,0,150516,2,1,3,0,150516,0,0,0,0,73,6700000,76,67,5,75,4,9,150516,41,4,0,2,353,0,-1,38,532480,69
101147,139,1,204,18000,106,46,1991,255,1,3,35,255,3,51,Kashima Antlers,255,68,-1,4,191556,4,9,-1,5,0,2,5,0,38014,1,546,4,101144,1,67,69,67,70,2,140,51,69,69,1,0,57,181371,1,73732,57,191556,1,0,4,67,4,181371,4,101147,0,139268,2,0,2,0,232869,1,0,2,0,181371,8,0,0,0,50,5400000,53,69,3,35,4,9,232884,181371,4,0,4,353,0,-1,57,1056772,72
101148,139,1,245,21000,245,245,1993,98,132,2,34,1,2,245,Cerezo Osaka,231,43,-1,1,210126,4,7,-1,4,0,2,5,0,47816,1,544,5,112093,1,67,69,68,69,2,135,51,69,68,2,0,53,210126,0,83072,39,210126,1,0,4,47,4,210126,4,101148,0,1073280,0,0,2,0,222987,1,0,2,0,210126,4,0,0,1,52,4500000,53,68,5,67,6,9,210126,210126,4,1,5,353,0,-1,79,548992,69
101149,139,155,255,12000,245,66,1992,245,24,2,34,245,1,111,Shimizu S-Pulse,245,74,-1,2,237766,4,3,-1,6,0,1,2,0,20339,1,632,6,101144,1,64,67,67,70,2,138,49,64,63,2,0,48,237766,1,90184,58,237758,0,0,1,58,2,237758,9,101149,0,286792,0,0,2,0,237764,1,0,2,0,237766,0,0,0,0,51,2712000,66,66,6,53,9,9,242384,237766,4,0,1,353,0,-1,78,542792,71
101150,139,1,1,16000,1,204,1988,255,204,5,35,255,5,1,F.C. Tokyo,255,74,-1,2,227443,4,7,-1,4,0,1,5,0,49000,1,543,3,111730,2,66,67,66,70,2,139,67,67,67,2,0,60,232849,0,139552,40,232849,1,0,1,60,2,232860,6,101150,0,266528,0,0,2,0,227443,2,0,2,0,227443,0,0,0,1,71,6300000,70,67,4,79,3,9,205081,227443,4,0,5,353,0,-1,40,526624,70
101151,139,1,1,15200,255,255,1992,204,153,2,35,1,1,255,Yokohama F·Marinos,1,47,-1,1,232577,4,6,-1,4,0,2,6,0,72081,1,558,4,111730,1,65,66,65,63,2,139,37,65,65,1,1,47,232811,2,1049600,24,232811,1,0,7,31,4,232811,2,101151,0,1049600,0,0,2,0,156480,0,0,5,0,232811,5,0,0,0,40,3400000,45,66,4,35,7,9,204946,232577,4,0,4,353,0,-1,45,1049600,64
105035,119,87,248,0,255,255,1889,244,23,8,52,124,2,255,Holland,34,46,-1,3,246084,4,10,-1,5,0,2,0,0,54846,1,0,6,1337,1,80,80,80,83,2,4,51,80,80,1,0,63,246084,2,155648,48,238434,1,0,0,42,2,238441,0,105035,0,1056768,0,0,2,0,203376,0,0,5,0,246084,0,0,0,1,51,0,63,80,5,42,0,1,192181,202556,2,0,8,353,0,-1,48,526336,83
110062,121,0,201,9800,255,255,1930,180,0,4,41,0,3,255,Girona FC,0,49,-1,2,228203,4,4,-1,5,0,2,3,0,9200,2,185,5,15019,1,79,77,80,78,3,2,50,76,75,2,0,32,228203,1,263296,36,246013,1,0,0,41,4,242935,3,110062,0,1056896,0,0,2,0,241381,0,0,5,0,228203,0,0,0,0,49,3910200,32,76,5,41,3,1,241381,223682,2,0,1,353,0,-1,36,528512,79
110066,121,255,255,2500,222,1,1976,222,255,1,40,1,1,1,Rayo Majadahonda,1,27,-1,0,211234,4,1,-1,4,0,2,1,0,3376,2,692,4,100831,1,68,66,67,65,2,-3,73,65,68,2,0,36,211234,1,1057088,38,211234,1,0,0,27,2,211234,4,110066,0,545088,1,0,2,0,243554,2,0,2,0,211234,0,0,0,0,69,1291667,76,67,4,75,7,1,211234,211234,2,0,1,353,0,-1,68,543040,62
110081,77,132,37,0,255,255,1880,24,50,1,54,150,6,255,Northern Ireland,55,46,-1,1,151508,4,10,-1,4,0,2,0,0,18000,0,0,6,1355,1,71,71,71,71,2,-5,49,72,72,0,0,61,186143,1,1056840,43,151508,1,0,0,43,2,186143,0,110081,0,1056840,0,0,2,0,151508,1,0,2,0,186143,0,0,0,0,51,0,61,71,6,43,0,0,151508,151508,2,0,2,353,0,-1,43,526408,71
110093,36,1,206,81000,26,206,1904,255,26,4,-34,255,2,1,Independiente,255,75,-1,2,216700,4,9,-1,5,0,2,7,0,50365,2,30,5,101085,1,75,75,75,74,2,-58,68,75,74,1,1,41,216700,1,184628,71,216700,0,0,0,51,2,216700,6,110093,0,315700,0,0,2,0,225647,2,0,4,0,216700,16,0,0,1,68,10000000,67,75,6,77,4,-3,200875,216700,7,0,8,353,0,-1,71,577844,75
110144,142,128,0,106000,255,255,1982,0,102,2,25,128,1,255,Santos Laguna,102,67,-1,4,230967,4,5,-1,4,0,2,4,0,29327,1,487,6,1032,2,72,72,72,72,2,-103,68,72,70,1,0,61,190536,2,135312,41,190536,1,0,1,61,4,190536,4,110144,0,151696,1,0,2,0,217168,2,0,2,0,190536,6,0,1,0,72,11469200,71,71,6,61,6,-6,215064,190536,7,0,8,353,0,-1,71,1056912,73
110145,142,3,255,15000,128,28,1943,255,23,2,19,3,3,44,Tiburones Rojos de Veracruz,23,29,-1,0,179808,4,2,-1,4,0,2,2,0,28703,1,509,3,110152,2,68,67,68,65,2,-96,37,66,67,1,0,28,236956,1,1057109,24,207641,0,0,2,22,4,236956,4,110145,0,542037,0,0,2,0,215380,0,0,3,0,236956,2,0,0,0,40,2850000,60,68,3,40,9,-6,207641,236956,7,0,1,353,0,-1,70,526677,67
110147,142,50,36,123000,255,255,1901,36,113,3,20,50,2,255,Pachuca,113,49,-1,1,229034,4,7,-1,4,0,2,5,0,27512,1,365,6,1880,2,71,72,72,73,2,-98,40,70,69,1,0,55,224103,0,135426,40,224103,1,0,0,47,4,224103,7,110147,0,1049858,0,0,2,0,229034,0,0,5,0,224103,6,0,0,0,36,14243400,31,71,6,31,5,-6,198347,224103,7,0,8,353,0,-1,31,532738,75
110150,142,95,0,40000,1,1,1950,0,169,2,20,95,2,1,Gallos Blancos de Querétaro,169,28,-1,0,190629,4,3,-1,2,0,2,5,0,34045,1,432,3,110781,2,67,69,64,72,2,-100,70,67,67,1,0,30,190629,1,279824,44,212104,0,0,1,20,2,187701,4,110150,0,542992,0,0,2,0,209307,3,0,2,0,190629,0,0,0,0,72,4933333,64,70,3,44,8,-6,200446,190629,7,0,4,353,0,-1,64,545040,71
110152,142,255,255,29000,241,54,1944,255,255,2,19,255,3,121,Puebla,255,29,-1,0,186513,4,4,-1,4,0,2,4,0,50754,1,390,3,110145,2,68,69,69,67,2,-98,40,69,66,1,0,24,211338,2,132353,34,184035,1,0,5,24,4,184035,2,110152,0,525569,0,0,2,0,213095,0,0,4,0,177877,2,0,0,0,40,3886000,45,68,3,35,9,-6,213095,186513,7,0,2,353,0,-1,45,528641,70
110169,76,31,237,3800,255,255,1948,239,41,3,50,50,4,255,Fortuna Köln,60,29,-1,0,203164,4,4,-1,3,0,2,1,0,11748,1,249,2,31,1,65,65,66,66,2,6,51,64,64,1,0,38,203164,2,1073226,35,203164,1,0,0,24,2,203164,6,110169,0,532554,2,0,2,0,204727,1,1,2,0,203164,0,0,0,0,53,500000,33,64,4,59,8,1,192728,203164,2,0,1,353,0,-1,35,526410,66
110178,116,1,1,11205,255,255,1916,245,1,2,49,248,2,255,SV Sandhausen,240,47,-1,1,193276,4,2,-1,3,0,2,1,0,15414,1,426,3,1832,1,67,70,66,69,2,8,68,71,70,1,0,41,193276,1,151624,51,193276,1,0,0,31,4,223633,1,110178,0,1052744,2,0,2,0,210303,2,1,2,0,223633,0,0,0,0,72,1500000,71,69,3,61,10,1,244706,223633,2,0,1,353,0,-1,51,542792,69
110197,76,10,235,7510,255,255,1907,255,25,3,49,1,3,255,Würzburger Kickers,1,49,-1,1,211831,4,6,-1,4,0,2,3,0,13090,1,569,6,171,1,64,66,65,64,2,9,39,67,66,1,0,39,211831,1,73808,33,211831,0,0,0,31,2,211831,3,110197,0,1049680,2,0,2,0,170592,0,0,3,0,211831,0,0,0,0,39,725000,49,65,6,39,4,1,209965,211831,2,0,1,353,0,-1,49,266320,65
110313,45,18,199,2200,255,255,1968,240,36,2,53,18,2,255,Accrington Stanley,36,43,-1,1,191108,4,1,-1,4,0,2,1,0,5057,0,4,3,357,2,63,64,64,62,2,-2,71,63,63,0,0,52,191108,1,1073160,56,191108,1,0,0,37,2,191108,9,110313,0,1069064,2,0,2,0,187782,2,1,2,0,191108,0,0,0,0,67,500000,62,63,4,67,10,0,193939,191108,2,0,1,353,0,-1,66,1069064,62
110316,137,15,220,8000,200,30,1910,220,21,2,41,1,1,30,Gazélec Ajaccio,1,68,-1,4,208865,4,4,-1,5,0,1,1,0,8000,0,6,3,614,1,67,64,68,62,2,8,40,61,63,0,0,59,208865,0,66816,33,208865,1,0,0,69,2,208865,2,110316,0,132352,2,0,2,0,135218,0,0,5,0,208865,0,0,0,0,39,2192000,39,64,3,39,9,1,208865,208865,2,0,1,353,0,-1,39,270592,62
110329,116,71,96,31200,255,255,1910,226,52,2,53,1,2,255,FC St. Pauli,26,74,-1,2,202106,4,6,-1,7,0,1,7,0,29546,1,205,5,28,1,71,70,71,69,2,9,69,68,68,1,0,64,192321,2,167968,74,199861,0,0,0,54,2,201877,4,110329,0,299040,2,0,2,0,188586,2,0,2,0,202106,0,0,0,0,67,2900000,64,70,5,71,7,1,168950,202106,2,0,1,353,0,-1,34,526368,69
110373,6,29,131,18000,255,255,1919,131,28,2,40,29,3,255,Salernitana,28,46,-1,1,178470,4,5,-1,4,0,2,5,0,31300,1,416,6,112026,1,69,70,70,69,2,14,70,69,67,1,0,59,178470,1,1089536,49,178470,1,0,0,31,5,178470,3,110373,0,1069056,0,0,2,0,168403,2,0,5,0,178470,0,0,0,0,70,6876000,69,69,6,61,2,1,178470,178470,2,0,1,353,0,-1,69,542720,69
110374,122,8,57,202000,255,255,1926,74,142,2,43,11,3,255,Fiorentina,181,66,-1,4,201519,4,7,-1,4,0,2,6,0,46366,1,162,3,45,1,76,75,76,76,2,11,50,73,74,1,0,31,201519,0,132112,31,201519,1,0,6,61,4,201519,6,110374,0,139280,0,0,2,0,235805,1,0,7,0,201519,2,0,0,1,49,19500000,47,76,3,31,4,1,201519,201519,2,0,6,353,0,-1,31,266256,77
110395,36,40,117,32500,52,117,1915,255,52,4,-34,255,2,40,Lanús,255,67,-1,4,214772,4,8,-1,6,0,2,6,0,47027,2,262,4,110404,1,69,70,69,72,2,-58,68,71,71,1,1,33,214772,0,184488,63,214772,1,0,0,63,4,214772,8,110395,0,184488,2,0,2,0,188268,2,0,5,0,214772,2,0,0,0,68,7500000,71,71,4,65,3,-3,185199,214772,7,0,7,353,0,-1,63,184488,71
110396,36,1,1,14000,21,225,1903,2,1,4,-32,2,5,11,Newell's Old Boys,2,68,-1,4,153062,4,7,-1,4,0,1,6,0,42000,2,409,3,110580,1,68,69,67,69,2,-60,38,69,68,1,1,52,192369,1,66584,51,153062,1,0,0,62,2,226659,8,110396,0,164888,2,0,2,0,192369,0,0,5,0,153062,6,0,0,0,37,4000000,42,69,3,32,4,-3,205425,153062,7,0,6,353,0,-1,42,1052696,69
110404,36,153,1,15300,255,255,1896,1,51,3,-34,153,2,255,Banfield,51,76,-1,2,142966,4,5,-1,3,0,1,3,0,34901,2,35,5,110395,1,71,69,71,71,2,-58,72,67,68,1,1,49,142966,1,151816,39,142966,1,0,0,59,4,142966,8,110404,0,282888,0,0,2,0,152997,2,0,2,0,142966,1,0,0,0,68,4100000,75,70,3,77,5,-3,152997,142966,7,0,4,353,0,-1,79,542984,70
110406,36,1,1,22500,31,228,1905,1,1,3,-31,1,4,21,Colón,1,58,-1,4,213582,4,6,-1,5,0,2,5,0,40000,0,431,3,111716,1,71,71,71,72,2,-60,38,70,70,1,1,40,213582,0,99636,54,213582,1,0,0,80,2,213582,5,110406,0,99636,1,0,2,0,223593,0,0,6,0,213582,0,0,0,0,40,4000000,40,71,3,40,7,-3,213582,213582,7,0,5,353,0,-1,40,1089844,71
110456,137,7,241,10000,255,255,1913,240,9,1,50,1,4,255,Valenciennes FC,1,74,-1,2,116762,4,3,-1,5,0,2,2,0,24926,1,505,3,65,1,68,66,67,68,2,3,50,65,66,0,0,48,116762,0,263168,58,116762,0,0,0,58,2,116762,5,110456,0,286720,1,0,2,0,116762,1,0,4,0,116762,0,0,0,0,51,3300000,42,67,5,65,6,1,116762,116762,2,0,1,353,0,-1,78,1052672,67
110468,148,30,223,30000,168,59,1911,223,35,1,49,30,2,94,Viktoria Plzeň,35,74,-1,2,205365,0,7,-1,4,0,2,5,0,11700,1,699,4,267,1,71,72,71,75,2,13,51,72,72,1,0,34,205365,2,132096,34,205365,0,0,1,54,2,205365,5,110468,0,270336,0,0,2,0,138460,1,0,4,0,205365,5,0,0,0,52,6600000,38,72,4,41,5,2,205478,205365,2,0,3,353,0,-1,34,1052672,75
110482,76,10,226,4490,250,250,1966,10,26,2,51,10,5,250,Hallescher FC,10,25,-1,0,224395,4,5,-1,4,0,2,3,0,15057,1,619,4,110588,1,64,63,64,64,2,11,40,63,63,1,0,40,224395,1,148480,50,224395,0,0,0,23,2,224395,4,110482,0,574464,2,0,2,0,203450,0,0,3,0,224395,0,0,0,0,36,540000,41,64,5,31,7,1,224395,224395,2,0,1,353,0,-1,61,526336,64
110500,76,213,239,12250,167,40,1895,245,34,2,52,234,1,93,Eintracht Braunschweig,23,66,-1,3,229175,4,10,-1,4,0,2,6,0,23325,1,68,6,485,1,64,65,64,67,2,10,70,65,64,1,0,43,205939,1,165206,73,205939,0,0,0,63,2,205939,6,110500,0,184662,2,0,2,0,177404,2,0,4,0,205939,1,0,0,0,70,900000,77,65,6,65,6,1,206606,205939,2,0,1,353,0,-1,73,543062,67
110502,116,78,1,19110,255,255,1898,25,158,4,49,150,3,255,SV Darmstadt 98,255,28,-1,0,199413,4,6,-1,2,0,1,5,0,17400,1,132,2,1824,1,70,70,70,69,2,8,67,69,70,1,0,38,199413,1,266304,44,199413,1,0,0,26,2,199413,2,110502,0,544832,2,0,2,0,223142,2,0,3,0,199413,0,0,0,0,69,3300000,70,70,5,67,6,1,199413,199413,2,0,1,353,0,-1,64,526400,70
110556,122,2,197,101000,78,20,1893,255,7,4,44,255,2,33,Genoa,255,46,-1,1,202944,4,4,-1,4,0,2,4,0,36599,1,180,4,1837,1,75,75,75,73,2,8,51,75,75,1,0,68,202944,0,279557,34,137506,1,0,1,37,2,137506,5,110556,0,1073157,0,0,2,0,173208,1,0,2,0,202944,9,0,0,0,52,8569850,68,74,5,57,9,1,137506,202944,2,0,2,353,0,-1,74,542725,74
110569,135,1,210,32000,255,255,1998,239,39,1,47,18,2,255,Dijon FCO,9,48,-1,1,153296,4,2,-1,4,0,2,2,0,15176,1,136,5,57,1,72,72,72,75,2,5,71,69,72,0,0,44,153296,0,1049672,52,153296,0,0,0,33,2,153296,4,110569,0,1052744,0,0,2,0,210722,2,0,3,0,153296,0,0,0,0,73,4085333,74,73,5,63,9,1,210722,153296,2,0,1,353,0,-1,52,526408,75
110580,36,41,2,30000,1,249,1889,2,118,5,-32,41,5,200,Rosario Central,118,48,-1,1,216020,4,7,-1,4,0,1,5,0,41465,2,409,6,110396,1,72,70,71,71,2,-60,40,71,71,1,1,65,216020,1,1066116,53,216020,1,0,0,47,4,216020,8,110580,0,1066116,1,0,2,0,165560,0,0,6,0,216020,4,0,0,0,39,6000000,39,71,6,39,5,-3,165560,216020,7,0,4,353,0,-1,79,1052804,71
110581,36,52,55,7000,58,238,1914,238,53,1,-31,53,5,53,Patronato,58,66,-1,4,178565,4,3,-1,4,0,1,2,0,23500,2,372,5,111716,1,69,68,69,65,2,-60,49,67,68,1,1,48,178565,1,1105928,78,213132,1,0,0,68,4,232514,3,110581,0,188424,2,0,2,0,232543,1,0,2,0,178565,0,0,0,1,51,1700000,36,68,3,53,4,-3,215183,178565,7,0,1,353,0,-1,78,542728,65
110588,116,105,1,12515,255,255,1965,14,176,1,52,100,2,255,1. FC Magdeburg,220,74,-1,1,238802,4,3,-1,3,0,2,6,0,25500,1,612,5,110482,1,68,68,68,68,2,11,72,69,68,1,0,33,238636,1,151552,43,238802,1,0,0,53,2,238802,4,110588,0,1056768,2,0,2,0,238970,1,0,5,0,238802,0,0,0,1,68,800000,67,68,7,65,6,1,238802,238802,2,0,1,353,0,-1,43,541696,68
110591,76,103,0,2230,0,248,1903,255,207,2,50,255,1,236,FC Carl Zeiss Jena,255,49,-1,1,211850,4,2,-1,3,0,2,3,0,12990,1,610,2,110592,1,64,63,64,65,2,11,49,62,63,1,0,51,238951,1,139272,73,211850,0,0,0,43,2,238951,8,110591,0,1089544,2,0,2,0,238951,1,0,2,0,211850,0,0,0,0,51,500000,51,64,2,63,9,1,211850,211850,2,0,1,353,0,-1,33,526344,64
110592,76,30,222,3590,255,255,1990,208,30,2,50,17,1,255,FSV Zwickau,20,46,-1,1,193111,4,3,-1,4,0,2,3,0,10134,1,605,3,110482,1,65,65,65,62,2,12,66,66,65,1,0,63,193111,1,303176,45,193111,1,0,0,39,2,193111,2,110592,0,1069128,1,0,2,0,177099,2,0,3,0,193111,0,0,0,0,66,500000,73,64,4,69,8,1,177099,193111,2,0,1,353,0,-1,65,544840,64
110597,76,68,1,2877,255,255,1912,1,148,2,53,1,2,255,SV Meppen,1,48,-1,1,200256,4,2,-1,4,0,2,4,0,13815,1,611,3,487,1,65,64,65,62,2,7,69,62,63,1,0,50,200256,1,1073168,36,200256,1,0,0,37,2,238599,3,110597,0,1069072,2,0,2,0,238929,2,0,3,0,200256,0,0,0,0,67,520000,80,64,4,67,8,1,200256,200256,2,0,1,353,0,-1,66,544784,62
110636,114,6,227,40300,255,255,1895,210,19,4,51,59,3,255,Fortuna Düsseldorf,0,29,-1,0,210723,4,1,-1,2,0,2,5,0,54600,1,147,3,31,1,72,73,73,73,2,6,51,72,72,1,0,32,210723,1,155652,60,210723,1,0,2,24,2,210723,3,110636,0,548868,2,0,2,0,121937,1,0,2,0,210723,1,0,0,0,53,7500000,48,72,4,69,4,1,179516,210723,2,0,1,353,0,-1,80,544772,74
110700,76,74,47,4160,255,255,1929,77,138,2,52,117,2,255,Sportfreunde Lotte,207,43,-1,1,197148,4,2,-1,3,0,2,1,0,10059,1,604,5,487,1,64,64,64,65,2,7,73,65,64,1,0,46,197148,1,1085441,66,197148,1,0,0,41,2,197148,1,110700,0,1085441,1,0,2,0,197148,2,0,2,0,197148,0,0,0,0,71,550000,76,64,5,71,8,1,209961,197148,2,0,1,353,0,-1,46,544769,65
110734,6,2,2,34000,0,248,1923,3,76,2,39,3,6,0,Crotone,135,25,-1,0,219594,4,8,-1,2,0,2,3,0,16640,1,127,2,112026,1,70,69,70,70,2,17,68,67,67,1,0,35,219594,1,1089560,56,219594,0,0,0,26,2,219594,4,110734,0,542744,2,0,2,0,149258,3,0,2,0,219594,0,0,0,0,72,5258667,66,69,2,46,7,1,188335,219594,2,0,1,353,0,-1,66,542744,70
110741,6,255,255,21000,1,1,1906,255,255,2,44,255,3,1,Spezia,255,76,-1,2,234893,4,6,-1,4,0,2,1,0,10336,1,260,5,110556,1,67,67,67,66,2,9,49,67,68,1,0,68,229276,1,66560,48,229276,1,0,0,58,4,229276,8,110741,0,286720,2,0,2,0,102064,1,1,2,0,234893,0,0,0,0,51,5502000,46,67,5,53,5,1,235164,234893,2,0,1,353,0,-1,78,1052672,65
110745,76,9,240,13000,30,251,1920,224,3,4,53,39,3,222,Jagiellonia Białystok,45,67,-1,4,193632,4,8,-1,4,0,2,4,0,22386,1,50,4,1871,1,68,68,69,68,2,23,37,69,68,1,0,50,224336,0,165018,54,193632,0,0,1,70,2,193632,5,110745,0,148634,2,0,2,0,224336,0,0,5,0,193632,0,0,0,0,40,3744000,50,68,4,40,6,2,193632,193632,2,0,4,353,0,-1,80,1073306,70
110746,76,0,0,7000,0,128,1948,255,116,3,53,190,6,0,Pogoń Szczecin,20,67,-1,4,179569,4,6,-1,5,0,2,3,0,18027,1,473,3,873,1,67,67,68,65,2,14,52,65,65,1,0,62,205701,1,115760,32,212014,1,0,0,62,2,212014,5,110746,0,155696,2,0,2,0,209453,1,0,2,0,179569,0,0,0,0,50,2100000,34,67,3,53,9,2,209453,179569,2,0,2,353,0,-1,72,542768,65
110747,76,31,236,17000,255,255,1906,199,36,3,50,32,4,255,Cracovia Kraków,39,44,-1,1,202589,4,4,-1,2,0,2,3,0,15114,1,252,2,1873,1,65,64,64,64,2,19,72,63,64,1,0,45,202589,1,151558,71,202589,1,0,0,47,2,190528,3,110747,0,1085446,0,0,2,0,234886,2,1,2,0,190528,5,0,0,0,68,4238667,75,65,2,77,6,2,202589,202589,2,0,2,353,0,-1,51,559110,64
110749,76,82,253,11000,1,1,1946,255,0,3,51,255,3,1,Zagłębie Lubin,255,66,-1,4,220912,4,5,-1,6,0,2,3,0,16068,1,288,5,111092,1,66,67,69,65,2,16,38,67,66,1,0,32,220912,2,132352,51,220912,0,0,0,62,2,201114,5,110749,0,132352,0,0,2,0,184461,0,0,6,0,201114,2,0,0,0,37,3718000,52,66,5,32,5,2,201114,220912,2,0,2,353,0,-1,52,542976,68
110765,76,1,1,5250,1,1,2003,255,255,4,37,255,2,1,Incheon United,255,47,-1,1,242737,4,4,-1,4,0,1,3,0,20376,1,225,6,982,1,64,66,66,66,2,126,37,65,65,1,1,37,242737,0,1073184,52,204722,0,0,0,35,2,204722,5,110765,0,1066016,1,0,2,0,204722,0,0,5,0,242737,0,0,0,0,38,1700000,53,65,6,33,8,9,187455,242737,4,0,2,353,0,-1,63,1073184,69
